"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60"
-39.2108124704173,33.2894755531485,-28.7193213821533,17.2652639571917,-25.5930037656854,2.17087134437738,-21.7786258194172,20.4348876600788,-16.199703341157,10.2658289692088,-1.20766509063081,3.53967677550596,-0.705209891141811,8.39784885248745,-14.1246107288738,11.523060364756,-2.1523924087557,-5.94032896103163,5.37992938772914,4.50315514586084,-12.7117196507704,18.152665736634,11.8564684845345,-1.47334497685456,-4.06141926727111,-3.16227670187137,-2.6505334433831,5.77452927911965,2.69565486700999,4.29372916087108,-3.10094287363077,-2.72862133035468,-9.02419009434624,-6.34449481120239,6.22735620999088,-1.76392867727151,-2.68176682244738,-1.45192626482613,-2.95781601770479,2.65950720909454,1.90383836028736,0.659618894239069,1.40700413610065,1.88968900655496,-1.3223407905984,-1.38071854312217,-1.68085621917018,1.45330120098942,1.12937046682543,0.223825395051125,0.0914709327356448,-0.103399426293433,-1.10121303457035,-0.183971663529275,-0.0453787737368058,-0.604801215961164,0.490367079584537,0.00163645587591989,-0.101529485873057,-9.85409670528625e-15
-12.0476382115661,4.90267158422286,-45.6473283646796,-41.9462185152065,1.587424969322,15.3168146066759,-20.8154249441192,-4.41442579667533,15.1234160376836,-7.8289160849491,19.3836187692768,-3.71468352219433,11.2732868278811,13.5513488634038,6.68087947188414,-0.674812647837594,1.36285909088823,9.06488981218198,2.35429762081716,-4.90394925113408,6.12451695314903,5.24884744850525,-1.99945572384137,-21.3826508885472,7.03610085826368,1.45646713154353,-0.686090269879512,10.1135350768306,2.59259939890101,-5.89058017418654,1.10495591526541,3.52082040512684,-3.09096339746176,5.38265165116679,1.38193707657907,-1.75954779846349,-3.36805264487382,-3.76593165735388,0.441812713331161,0.135092079779212,-1.71234366915891,1.98775515781663,1.44899432693433,-2.78848307745243,-0.57912772954485,-0.603921964382831,0.358938239158098,-0.719825234047152,-0.37808255026071,-0.282892303277196,-0.482960387379076,0.582517096601177,0.826051770609673,1.00062320810841,-0.120387408390634,-0.344727241454566,0.861008275002824,-0.461514808577657,0.367881537923852,-8.2798351508373e-15
-30.0843936838926,-35.2328689524971,-20.0489333507376,-6.10575918256997,-16.1882290192679,-10.0170213543165,-2.4052713067793,-2.87678619415168,-2.50929803362247,-3.47000398019683,3.08236767450618,9.11322361312325,7.68815524524253,17.054432136572,-6.08634034605612,-8.88773710145375,-1.99598911226437,12.0792773277161,-2.47872219404153,-9.20838282522413,-1.81777010142117,-5.35207006992317,-0.392754932067245,7.4512318659605,-4.7201095822952,-4.35378036810232,5.02560100916452,-0.685055079608514,-3.01706255180955,5.6675180821227,2.64909139556385,1.03370621413573,-0.265727539879318,-0.377211190267213,2.92642883842488,-2.04948876470342,2.69056052121713,7.17909890384144,-4.48134172656182,-13.3761911660077,-8.97420890935395,-5.58140080729135,-1.67711959476277,6.03238818972032,3.65104728225276,-1.99484335168105,-4.21043820051939,2.09799266318351,1.21905139210537,-2.21997563451159,-0.351130548787948,3.30457279567568,-1.88816226124998,-0.232162105175403,-0.451711533326502,0.330268657278842,-0.778955838815213,0.928175919492757,0.0833348011530939,-1.44641243426946e-14
-24.2877103638662,-55.9555625666399,-3.06425853583226,-11.5163961937763,-9.16367741882908,-2.83517375397928,-1.00527678963042,-0.0698509192199288,11.8326295242192,-21.3908629500755,-12.7158635986933,5.5069073066491,-22.2610226139185,-12.4273257632706,-0.228511769249197,-1.73801201663911,4.84155496435827,-2.74306761233786,-13.8874371296547,-5.19290478565986,4.16116974219359,12.5949502389717,5.8463844615804,5.12374169631148,1.11333085857253,15.9419589251092,-1.66541302374135,3.24684550971306,9.44175345426546,-4.09205233598771,-7.42569889642426,9.42219299210957,-1.65619932337385,-3.46152774573651,4.25498252809879,-4.42807371709055,-1.25707693897932,-0.525293569311899,-2.13824698315433,-2.32544420281384,-1.57258988671704,-2.59838358033444,-2.59472798635565,-2.03010709143102,0.163573608750838,-1.54640742067331,-0.651930284435148,0.0532850955063335,-0.345572362258497,0.593932532933104,0.0812177236885849,-0.736955424654791,0.780164050168285,0.241479234446415,-0.209761055656167,0.0757107002479695,-0.0516929647172697,0.339778240996932,0.0522964638063904,-4.7198356334377e-14
-31.9393510357295,-11.8204274654782,-21.1119598426257,-4.38548787439055,-18.1846452019026,-2.47382477987231,17.131110824876,5.91368771440127,4.86650073327605,16.3189099109554,0.207094102793831,13.2652678991186,6.13592758699928,-28.4800726305952,-16.9732924615393,-1.8149179927329,0.287588257783377,-5.13128485530628,5.32540531964344,0.107670632836592,-1.59379609187737,3.89704733285861,-5.23805286047026,-14.4563715449641,8.87478317268545,-2.24535009281456,-3.9553772700001,-13.1319938682875,6.84773460995887,-5.65432161544473,5.65006699952499,-0.866965377634917,-1.87749752418652,5.44647579464441,-3.64016474060883,2.88396318071929,-0.578212377885943,4.13961429197497,-2.34466019252566,-3.8518165330262,-3.8905483101113,-1.12219788133206,0.367739809714297,0.915674700967445,-0.219606489923563,2.00078634882492,-0.813806178755006,0.469253900625623,-2.22425899313996,0.0344047314381774,0.647920780944977,0.84095663873594,0.037571222764142,-0.610757671730683,0.0278284139978418,0.781770046703736,0.229048811994506,-0.00789378735483139,-0.0388664879036696,-4.48636353761467e-14
-27.105752737852,-53.3464752608672,-8.53334452158081,0.794605250107763,-11.1453862948558,-6.14831957128362,2.79965122410564,9.08382551145915,15.8112521163345,2.16568789819948,-2.53626355161389,-25.7376535869615,14.7347469705699,-6.33770593072258,11.5853480166065,19.8841942207419,-5.94255736175053,-12.69763194738,1.75349404892906,2.54306919538007,-5.72965748188975,-7.02835070312896,16.5639808634894,-0.503489632615159,-1.30839239371934,-6.93771596518261,0.576865616589984,-0.665387004012795,-7.65241318252127,-3.01173894760257,-4.00106868263586,8.50675908843206,3.85993408933456,2.05523531180359,-4.86856435985859,-4.99710928406559,-2.01140232645401,-0.299822174095317,2.47504079960245,-4.98471046576208,0.167748683006366,-2.51950612873025,-2.63793873483616,0.419315750148884,0.154927808500852,1.36925482334586,-1.01396622321228,0.0781161535766141,0.256842943522053,0.412557845080739,0.313782112996016,-0.238107454084098,-0.0539323390560626,-0.0354196945629196,-0.19226307949776,0.0845024719688342,-0.676256035563112,0.233976590888144,-0.0918454504390923,6.9258834778374e-16
-7.58789122197853,-20.7967503951874,-26.110749216446,-12.097837334137,-15.5725033805851,-18.1204978827165,-10.1670277537461,-7.1484611706084,10.5184804002439,-5.02156657333409,6.6205391079791,-1.39830183461826,-22.5997718197805,3.60444472303476,5.17970103763853,-8.7004983012168,4.19169465803407,-15.692525034735,15.4495734579359,-7.58488351070284,-9.22189089024574,-4.60475955852014,-2.48628801472892,-4.35619870095937,-20.5728746462546,-0.829898124388134,-0.685746359750661,-4.31939490862547,2.97532932545655,-1.02865283613636,-2.81766379290256,-10.5158835675739,3.97497954827738,6.74406311155565,-4.36463509375741,0.284800037593744,2.58847215015115,1.73593815416874,1.64275719957472,4.4157128707193,-0.432258399050021,1.28858136561259,0.69031775329736,1.72359969900517,1.96305523216242,-1.40138977091613,2.06045889155517,-0.6686201415912,1.84383046889109,0.295689925468303,-0.816770962577009,-0.916152499811339,-0.267904012513619,0.060976760734973,0.551260626925049,-0.134453781231865,0.645516393692969,-0.163840166398257,0.182344443068912,-1.69152886142498e-14
-29.6762913004274,-44.8463604511211,-5.95633570357968,-9.58546572721922,1.76169303567991,-1.27332249680954,-9.30717045923261,0.421898537651692,1.79554483330704,-6.86225520804967,0.721944186313566,0.15935718415483,5.17116093468082,-13.0743779436669,-14.5810260485328,-0.350181632058587,-3.75300660571772,-11.073673557927,-3.22855168232736,-11.6249430883599,5.23515542431447,3.05967736291061,-3.71275394506951,14.8672894776222,5.29625319320677,-8.15123267149536,10.4059238568813,16.2550207226066,-5.50757740408473,-0.515835898833507,14.8418981994777,-7.65265917345529,-1.57332178391301,5.25389580162141,1.82710011059351,-0.268580915484707,4.88321141722628,-4.50557156151941,3.85108527381386,3.52923158893607,4.03689036854458,2.4811287652257,0.295639592275348,-0.151668981939871,-0.34945246756109,0.261812522894746,0.484304069129584,-0.261292576004752,0.167792342906816,-0.931018874969601,-0.0881315885452212,-0.023405169171462,0.0633105496901193,-0.285039120781013,0.148503547111611,-0.243903705103316,-0.105305707666761,-0.391108999669196,-0.164934781130645,-2.57992412155961e-14
-27.6034876156596,-25.5306377486335,-26.4411754855161,-16.3315140054353,-25.533886933277,-1.04440830091282,-6.30541124716007,0.816360321324356,-13.0341717448033,10.0058358279209,2.44249577710496,3.69016995910477,-18.5447984379193,3.04371712502123,10.7284692603293,3.92460517889277,11.3188033549493,0.483243814789899,-4.93380959325395,27.239783525226,7.79068490456678,1.2239636092209,-6.33403219022144,1.98802258292023,2.20342746636972,-3.72598114477691,-6.22907237850226,0.402704426380267,-9.69515268951992,5.60085425089794,13.0266744088559,7.33860205116338,5.7155116517717,-0.486138208102924,-1.25733118956233,-0.691722741665641,3.6180568825616,1.26248693081401,0.926574171563882,1.64237540013169,-2.1390566498643,0.567035746114213,-0.960841334429646,-2.7188958198782,1.20906285841478,-0.217890002710208,0.990764945881964,0.834070417359361,-0.854643946290218,-0.0589137121377893,0.0490475909643354,-0.603162333268629,0.754268875156998,-0.1990216213161,0.256635298562161,-0.184510446674322,0.0422902922237419,-0.254243902052592,0.0309093289602878,-2.5358621452698e-14
-32.577168120657,-23.5673808961056,-28.827501759293,-7.25435679614635,-16.9785704834676,-17.7134786903541,-0.873405703404698,9.16199374030394,-1.29908866563639,6.03807025285136,16.3908409258634,-12.3903740622884,-2.34559672224826,-0.695632084673705,4.74150959435836,-3.05237314723317,-11.296168487988,-1.30333650155332,2.48963939213037,-1.21466521705442,-1.76376350403711,-6.82925477165126,-12.6919035048734,8.38608175494394,19.4339940037723,7.26683234495418,6.37072594891696,-3.49462475376018,-0.331921026800109,6.32825393637444,-14.3267947677511,-3.36371971923898,3.61475517114523,-8.64567001987325,3.68145335662746,8.94420252722677,-0.913582590149018,-0.673601237266711,-3.4719922772939,3.8823485209395,0.625144843377475,1.27653194827869,1.49510182031999,-0.0248399819572239,-1.87250516025826,0.18215248100468,0.116656459435447,-0.974502364882403,-0.636313004614158,0.427809746125429,0.501737346888692,0.489087958944143,0.390832821741653,0.156756175667623,-0.131641357588179,-0.368793718741446,-0.000593538223390656,0.168220324601473,-0.146776890360911,-2.26216614884756e-14
